ID,mes_0,mes_1,mes_10,mes_11,mes_12,mes_13,mes_14,mes_15,mes_16,mes_17,mes_18,mes_19,mes_2,mes_20,mes_21,mes_22,mes_23,mes_24,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9
5067873,0,0,,,,,,,,,,,0,,,,,,0,0,0,,,,
5067880,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5067881,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0
5067883,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5067884,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067887,0,0,0,0,0,0,0,0,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067888,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5067889,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,C,C,C,0,0,0,0,0,0,0
5067891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067896,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,,0,0
5067898,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067899,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5067900,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,,0,0
5067910,0,,0,0,0,0,0,0,C,C,C,C,,C,C,C,C,C,,,,,,,0
5067911,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5067912,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5067913,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067918,0,0,0,0,0,0,0,0,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067919,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067923,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5067924,0,0,0,0,0,0,0,0,C,C,C,C,0,C,C,C,C,C,0,,0,,,0,0
5067925,0,,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067927,0,0,0,0,0,0,0,0,C,C,C,C,0,C,C,C,C,C,0,,0,,,0,0
5067932,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067933,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5067935,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067940,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5067941,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067942,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067948,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,1,0,C,C,C,C,C
5067951,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067953,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5067954,0,0,0,0,0,0,0,0,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067956,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0
5067957,0,0,,0,,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,,0,0
5067962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5067965,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5067966,0,0,0,0,0,0,0,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067967,0,0,0,0,0,0,0,0,0,0,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067968,0,,0,,,0,0,0,,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5067970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5067977,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067978,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5067984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5067987,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5067989,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5067990,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5067991,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5067992,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5067996,0,0,C,C,C,C,C,,,,,,0,,,,,,0,C,C,C,C,C,C
5067997,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068001,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068002,0,0,C,C,C,C,C,,,,,,0,,,,,,0,C,C,C,C,C,C
5068003,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068007,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5068008,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,,,0,1,0,0,0
5068013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068014,0,0,,,,,,,,,,,0,,,,,,0,0,1,0,0,,
5068015,0,0,C,C,C,C,,,,,,,C,,,,,,C,C,C,C,C,C,C
5068017,0,0,,,,,,,,,,,0,,,,,,0,0,1,0,0,,
5068018,0,0,0,,,,,,,,,,0,,,,,,0,0,0,1,0,0,1
5068020,0,0,,,,,,,,,,,0,,,,,,0,0,1,0,0,,
5068022,0,0,,,,,,,,,,,0,,,,,,0,0,1,0,0,,
5068024,0,,0,,0,,0,0,0,,,,,0,,,,0,,,,,0,0,
5068025,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068026,0,0,0,0,1,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,1,0,0,0,0
5068028,0,0,C,C,C,C,,,,,,,0,,,,,,0,0,0,0,0,C,C
5068029,0,0,0,0,0,1,0,0,0,0,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068034,0,0,0,0,0,1,0,0,0,0,C,C,0,C,C,C,C,C,0,0,0,0,1,0,0
5068035,0,0,0,0,0,1,0,0,0,0,C,C,0,C,C,C,C,C,0,0,0,0,1,0,0
5068036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068037,0,0,0,0,0,1,0,0,0,0,C,C,0,C,C,C,C,C,0,0,0,0,1,0,0
5068038,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5068040,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5068044,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,,
5068048,0,0,C,C,,,,,,,,,0,,,,,,0,C,C,C,C,C,C
5068051,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5068053,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068054,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068064,0,0,0,0,0,0,0,0,0,0,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068065,0,C,,,,,,,,,,,C,,,,,,C,C,C,,,,
5068068,0,0,C,C,C,C,C,,,,,,0,,,,,,C,C,C,C,C,C,C
5068069,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5068073,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068074,0,0,C,C,C,C,C,C,C,C,C,,0,,,,,,0,0,C,C,C,C,C
5068076,0,0,C,C,C,C,C,,,,,,0,,,,,,C,C,C,C,C,C,C
5068081,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068082,0,0,0,0,0,0,0,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068083,0,0,0,0,0,0,0,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068086,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,
5068087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0
5068088,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,
5068090,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,
5068091,0,0,0,1,0,0,0,,0,0,0,,0,0,,0,,C,0,,0,0,0,0,0
5068094,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5068095,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5068096,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5068103,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5068104,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5068105,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5068106,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5068107,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068109,0,0,,,0,0,0,0,0,,0,0,0,,,,,,0,0,0,0,0,0,0
5068110,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,,,
5068113,0,,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,,0,0,0,0,0,0,0
5068119,0,0,,,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,,,,,
5068121,0,0,,,,,,,,,,,,,,,,,,,,,,,
5068122,0,0,,,,,,,,,,,,,,,,,,,,,,,
5068123,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5068124,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5068125,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068126,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,,0,0,0
5068128,0,0,C,C,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5068129,0,0,,,,,,,,,,,,,,,,,,,,,,,
5068130,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068132,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068133,0,,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5068134,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068141,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,,,0,C,C,C,C,C,C
5068142,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,,,0,C,C,C,C,C,C
5068151,0,0,,,,,,,,,,,0,,,,,,0,C,C,C,,,
5068158,0,0,,,,,,,,,,,0,,,,,,0,C,C,C,,,
5068159,0,0,,,,,,,,,,,0,,,,,,0,C,C,C,,,
5068176,0,0,,,,,,,,,,,0,,,,,,0,0,,,,,
5068182,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,0,0,0,0,0,0,0
5068183,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5068185,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0
5068186,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0
5068187,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068188,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068190,0,0,0,1,C,C,C,C,C,,,,0,,,,,,0,0,0,0,0,0,0
5068196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068200,0,0,,,,,,,,,,,0,,,,,,0,0,0,,,,
5068201,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
5068202,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068204,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
5068206,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,0,0,0,0,0,0,0
5068214,0,0,,,,,,,,,,,0,,,,,,0,0,0,,,,
5068222,0,0,0,0,0,0,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068223,0,,0,0,0,0,0,0,0,1,0,,0,,,,,,0,0,0,0,0,0,0
5068224,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,
5068228,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,,,,0,0,0,0,0,0,C
5068232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
5068233,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5068235,0,0,,,,,,,,,,,0,,,,,,0,0,,,,,
5068236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068238,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5068239,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5068240,0,0,0,,,,,,,,,,0,,,,,,0,0,0,0,0,1,0
5068245,0,,,0,0,,0,0,0,0,,,,,0,,,,,,,,,,
5068250,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068253,0,0,,,,,,,,,,,0,,,,,,0,,,,,,
5068256,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5068261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068262,0,,,0,,0,,0,,0,,,0,0,,,,,0,,,0,0,,0
5068263,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,1,
5068264,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,1,C,C,C
5068266,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,1,C,C,C
5068272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068274,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5068275,0,0,C,C,C,C,C,,,,,,0,,,,,,0,0,0,0,0,0,0
5068280,0,0,0,0,,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5068293,0,0,0,0,0,0,,,,,,,,,,,,,0,,0,0,,,0
5068294,0,0,0,0,0,0,,,,,,,,,,,,,0,,0,0,,,0
5068295,0,0,0,0,0,0,,,,,,,,,,,,,0,,0,0,,,0
5068297,0,0,0,0,0,0,,,,,,,,,,,,,0,,0,0,,,0
5068298,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5068299,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5068307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068310,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068326,0,0,0,0,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5068331,0,,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C
5068336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068340,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0
5068341,0,1,1,C,C,C,C,C,C,C,C,C,1,C,C,C,C,C,1,1,1,1,1,1,1
5068345,0,1,1,C,C,C,C,C,C,C,C,C,1,C,C,C,C,C,1,1,1,1,1,1,1
5068346,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,,,,0,0,0,0,0,C,C
5068358,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5068364,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068374,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,
5068376,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068377,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068379,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,,,,0,0,0,C,C,C,C
5068385,0,0,C,C,C,C,C,C,C,C,C,C,0,C,,,,,0,0,0,C,C,C,C
5068389,0,0,5,5,5,5,5,5,5,C,C,C,0,C,C,C,C,C,0,0,0,1,2,3,4
5068394,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068395,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,
5068396,0,0,0,0,0,0,,,,,,,0,,,,,,0,0,0,0,0,0,0
5068397,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068404,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5068406,0,0,,,,,,,,,,,,,,,,,,,,,,,
5068407,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,,0,0,0,0
5068408,0,0,,,,,,,,,,,,,,,,,,,,,,,
5068412,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068414,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068415,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0
5068420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0
5068422,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068431,0,0,,,,,,,,,,,0,,,,,,0,1,0,0,0,0,
5068438,0,,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5068441,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5068442,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5068454,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068466,0,0,0,C,C,C,C,C,C,,,,0,,,,,,0,0,0,0,0,0,0
5068469,0,0,0,0,0,0,,,,,,,0,,,,,,0,0,0,0,0,0,0
5068470,0,0,0,1,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068473,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,1,0
5068474,0,C,,,,,,,,,,,C,,,,,,C,C,,,,,
5068476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5068477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5068478,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5068479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5068485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5068490,0,0,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0
5068491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068500,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
5068503,C,C,C,,,,,,,,,,C,,,,,,C,C,C,C,C,C,C
5068505,0,0,0,1,0,,,,,,,,,,,,,,,,0,0,,0,0
5068506,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,C,C,0,0,0,0,0,0,0
5068508,0,,,,,,,,,,,,0,,,,,,0,0,0,0,,,
5068514,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,,0,0,0,0,0,
5068519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0
5068520,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,1,C,C,C
5068522,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068523,0,0,0,,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068526,0,0,0,,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068536,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068538,0,0,,,,,,,,,,,0,,,,,,0,,,,,,
5068543,0,,,,,,,,,,,,,,,,,,,,,,,,
5068545,0,,,,,,,,,,,,,,,,,,,,,,,,
5068548,0,,,,,,,,,,,,,,,,,,,,,,,,
5068549,0,,,,,,,,,,,,,,,,,,,,,,,,
5068550,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0
5068556,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,1,1,1
5068564,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5068566,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5068567,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5068573,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068574,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068579,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5068581,0,0,0,0,,,,,,,,,0,,,,,,1,0,0,0,0,0,0
5068582,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068590,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5068592,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5068596,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5068599,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5068603,0,0,0,,0,0,0,,0,0,0,,,,,0,,C,,,0,,,,
5068609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
5068611,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,,
5068612,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,,
5068613,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068614,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068616,0,0,0,0,,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5068617,0,0,C,C,C,C,C,C,C,C,,,0,,,,,,0,0,0,C,C,C,C
5068618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068619,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068620,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068622,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5068626,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5068627,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5068628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068630,0,C,,,,,,,,,,,C,,,,,,C,C,,,,,
5068632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5068633,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,,,
5068634,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
5068635,0,C,,,,,,,,,,,C,,,,,,,,,,,,
5068637,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,
5068638,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5068642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
