sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
F,N,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,41.032876712328765,18.553424657534247,1,0,0,1,3.0,False
M,Y,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26.16986301369863,4.293150684931507,1,0,0,0,1.0,False
M,Y,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26.16986301369863,4.293150684931507,1,0,0,0,1.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,43.20821917808219,10.967123287671233,1,0,0,0,3.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,43.20821917808219,10.967123287671233,1,0,0,0,3.0,False
M,N,Y,0,Working,Higher education,Civil marriage,House / apartment,54.81643835616438,15.301369863013699,1,0,0,0,2.0,False
M,N,Y,0,Working,Higher education,Civil marriage,House / apartment,54.81643835616438,15.301369863013699,1,0,0,0,2.0,False
M,N,Y,0,Working,Higher education,Civil marriage,House / apartment,54.81643835616438,15.301369863013699,1,0,0,0,2.0,False
M,N,Y,0,Working,Higher education,Civil marriage,House / apartment,54.81643835616438,15.301369863013699,1,0,0,0,2.0,False
M,N,Y,0,Working,Higher education,Civil marriage,House / apartment,54.81643835616438,15.301369863013699,1,0,0,0,2.0,False
M,N,Y,0,Working,Higher education,Civil marriage,House / apartment,54.81643835616438,15.301369863013699,1,0,0,0,2.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369863,1,0,0,0,3.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369863,1,0,0,0,3.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369863,1,0,0,0,3.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369863,1,0,0,0,3.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369863,1,0,0,0,3.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369863,1,0,0,0,3.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369863,1,0,0,0,3.0,False
M,N,Y,0,State servant,Higher education,Married,House / apartment,52.364383561643834,7.715068493150685,1,0,1,1,2.0,False
F,N,Y,2,Working,Higher education,Married,House / apartment,38.98082191780822,16.301369863013697,1,0,0,0,4.0,False
F,N,Y,2,Working,Higher education,Married,House / apartment,38.98082191780822,16.301369863013697,1,0,0,0,4.0,False
F,N,Y,2,Working,Higher education,Married,House / apartment,38.98082191780822,16.301369863013697,1,0,0,0,4.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.778082191780825,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.778082191780825,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.778082191780825,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.778082191780825,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.778082191780825,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.778082191780825,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.778082191780825,-1000.6657534246575,1,0,0,0,2.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,52.14246575342466,1.1287671232876713,1,1,0,0,2.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,30.052054794520547,9.547945205479452,1,0,0,1,3.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,30.052054794520547,9.547945205479452,1,0,0,1,3.0,False
F,N,Y,1,State servant,Higher education,Married,House / apartment,30.052054794520547,9.547945205479452,1,0,0,1,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Civil marriage,With parents,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Civil marriage,With parents,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Civil marriage,With parents,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Civil marriage,With parents,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Civil marriage,With parents,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Civil marriage,With parents,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False
M,N,Y,2,Working,Secondary / secondary special,Married,House / apartment,29.876712328767123,5.131506849315069,1,0,0,1,4.0,False
M,N,Y,2,Working,Secondary / secondary special,Married,House / apartment,29.876712328767123,5.131506849315069,1,0,0,1,4.0,False
M,N,Y,2,Working,Secondary / secondary special,Married,House / apartment,29.876712328767123,5.131506849315069,1,0,0,1,4.0,False
M,Y,Y,14,Working,Secondary / secondary special,Separated,House / apartment,48.64109589041096,4.627397260273972,1,0,0,0,15.0,False
M,Y,Y,14,Working,Secondary / secondary special,Separated,House / apartment,48.64109589041096,4.627397260273972,1,0,0,0,15.0,False
M,Y,Y,0,Working,Higher education,Married,House / apartment,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False
M,Y,Y,0,Working,Higher education,Married,House / apartment,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False
M,Y,Y,0,Working,Higher education,Married,House / apartment,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False
M,Y,Y,0,Working,Higher education,Married,House / apartment,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False
M,Y,Y,0,Working,Higher education,Married,House / apartment,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False
M,Y,Y,0,Working,Higher education,Married,House / apartment,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,59.94794520547945,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,59.94794520547945,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,59.94794520547945,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,25.482191780821918,4.7972602739726025,1,0,0,0,2.0,False
M,N,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,30.638356164383563,0.8767123287671232,1,1,1,0,3.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,45.73150684931507,5.208219178082191,1,0,0,0,2.0,False
F,Y,Y,0,Working,Higher education,Married,House / apartment,50.515068493150686,26.64109589041096,1,0,1,0,2.0,False
F,Y,Y,0,Working,Higher education,Married,House / apartment,50.515068493150686,26.64109589041096,1,0,1,0,2.0,False
F,Y,Y,0,Working,Higher education,Married,House / apartment,50.515068493150686,26.64109589041096,1,0,1,0,2.0,False
M,N,N,0,Working,Secondary / secondary special,Married,House / apartment,38.71232876712329,7.882191780821918,1,1,1,1,2.0,False
M,N,N,0,Working,Secondary / secondary special,Married,House / apartment,38.71232876712329,7.882191780821918,1,1,1,1,2.0,False
M,N,N,0,Working,Secondary / secondary special,Married,House / apartment,38.71232876712329,7.882191780821918,1,1,1,1,2.0,False
F,N,N,0,State servant,Secondary / secondary special,Married,House / apartment,38.94794520547945,18.216438356164385,1,1,1,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.07123287671233,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.07123287671233,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.07123287671233,-1000.6657534246575,1,0,0,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,With parents,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,With parents,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,With parents,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,With parents,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,With parents,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False
F,Y,Y,1,State servant,Higher education,Married,House / apartment,41.23287671232877,4.46027397260274,1,0,0,0,3.0,False
F,Y,Y,1,State servant,Higher education,Married,House / apartment,41.23287671232877,4.46027397260274,1,0,0,0,3.0,False
F,Y,Y,1,State servant,Higher education,Married,House / apartment,41.23287671232877,4.46027397260274,1,0,0,0,3.0,False
F,Y,Y,1,State servant,Higher education,Married,House / apartment,41.23287671232877,4.46027397260274,1,0,0,0,3.0,False
M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.75342465753425,11.96986301369863,1,1,1,0,2.0,False
M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.75342465753425,11.96986301369863,1,1,1,0,2.0,False
F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,36.70958904109589,3.797260273972603,1,0,0,0,3.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,66.58082191780822,-1000.6657534246575,1,0,0,0,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,66.58082191780822,-1000.6657534246575,1,0,0,0,1.0,False
F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,54.12054794520548,6.046575342465753,1,1,1,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.23835616438356,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.23835616438356,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,50.172602739726024,13.550684931506849,1,0,0,0,1.0,False
F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,50.172602739726024,13.550684931506849,1,0,0,0,1.0,False
F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,35.74794520547945,1.2054794520547945,1,0,0,1,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,35.74794520547945,1.2054794520547945,1,0,0,1,3.0,False
M,N,Y,0,Pensioner,Higher education,Married,House / apartment,57.18356164383562,-1000.6657534246575,1,0,0,0,2.0,False
M,N,Y,0,Pensioner,Higher education,Married,House / apartment,57.18356164383562,-1000.6657534246575,1,0,0,0,2.0,False
M,N,Y,0,Pensioner,Higher education,Married,House / apartment,57.18356164383562,-1000.6657534246575,1,0,0,0,2.0,True
F,N,Y,1,Working,Secondary / secondary special,Single / not married,House / apartment,46.76164383561644,22.80821917808219,1,0,0,0,2.0,False
F,N,Y,1,Working,Secondary / secondary special,Single / not married,House / apartment,46.76164383561644,22.80821917808219,1,0,0,0,2.0,False
F,N,Y,1,Working,Secondary / secondary special,Single / not married,House / apartment,46.76164383561644,22.80821917808219,1,0,0,0,2.0,False
F,N,Y,1,Working,Secondary / secondary special,Single / not married,House / apartment,46.76164383561644,22.80821917808219,1,0,0,0,2.0,False
F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.11232876712329,7.8,1,0,0,1,2.0,False
F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.11232876712329,7.8,1,0,0,1,2.0,False
F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.11232876712329,7.8,1,0,0,1,2.0,False
M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,43.86027397260274,12.717808219178082,1,0,0,0,2.0,False
M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,43.86027397260274,12.717808219178082,1,0,0,0,2.0,False
F,Y,Y,1,State servant,Secondary / secondary special,Married,House / apartment,37.394520547945206,4.046575342465753,1,0,0,1,3.0,False
F,Y,Y,1,State servant,Secondary / secondary special,Married,House / apartment,37.394520547945206,4.046575342465753,1,0,0,1,3.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.68767123287671,-1000.6657534246575,1,0,1,0,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.68767123287671,-1000.6657534246575,1,0,1,0,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.68767123287671,-1000.6657534246575,1,0,1,0,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.68767123287671,-1000.6657534246575,1,0,1,0,1.0,False
M,N,Y,0,Pensioner,Lower secondary,Married,House / apartment,64.17260273972603,-1000.6657534246575,1,0,0,0,2.0,True
M,N,Y,0,Pensioner,Lower secondary,Married,House / apartment,64.17260273972603,-1000.6657534246575,1,0,0,0,2.0,False
M,N,Y,0,Pensioner,Lower secondary,Married,House / apartment,64.17260273972603,-1000.6657534246575,1,0,0,0,2.0,False
F,N,N,0,Pensioner,Secondary / secondary special,Widow,House / apartment,44.8054794520548,-1000.6657534246575,1,0,0,0,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.21095890410959,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.21095890410959,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.69315068493151,19.638356164383563,1,1,1,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.69315068493151,19.638356164383563,1,1,1,0,2.0,False
F,N,Y,0,Working,Higher education,Married,House / apartment,46.96986301369863,2.8767123287671232,1,0,0,1,2.0,False
F,N,Y,0,Commercial associate,Lower secondary,Civil marriage,House / apartment,40.02465753424657,5.046575342465753,1,1,1,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,44.45753424657534,13.2986301369863,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,44.45753424657534,13.2986301369863,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,44.45753424657534,13.2986301369863,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,44.45753424657534,13.2986301369863,1,0,0,0,2.0,False
M,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,37.70958904109589,3.043835616438356,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.32328767123288,-1000.6657534246575,1,0,1,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.32328767123288,-1000.6657534246575,1,0,1,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,36.8054794520548,9.63013698630137,1,0,0,1,1.0,False
F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,36.8054794520548,9.63013698630137,1,0,0,1,1.0,False
F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,36.8054794520548,9.63013698630137,1,0,0,1,1.0,False
F,N,Y,1,Working,Higher education,Married,House / apartment,58.276712328767125,39.652054794520545,1,0,0,1,3.0,False
F,N,Y,1,Working,Higher education,Married,House / apartment,58.276712328767125,39.652054794520545,1,0,0,1,3.0,False
F,N,Y,1,Working,Higher education,Married,House / apartment,58.276712328767125,39.652054794520545,1,0,0,1,3.0,False
F,N,Y,1,Working,Higher education,Married,House / apartment,58.276712328767125,39.652054794520545,1,0,0,1,3.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False
F,N,Y,1,Working,Higher education,Married,House / apartment,29.673972602739727,3.4602739726027396,1,0,0,0,3.0,False
M,Y,Y,1,Working,Higher education,Married,House / apartment,30.947945205479453,8.715068493150685,1,1,1,0,3.0,False
M,Y,Y,1,Working,Higher education,Married,House / apartment,30.947945205479453,8.715068493150685,1,1,1,0,3.0,False
M,Y,Y,1,Working,Higher education,Married,House / apartment,30.947945205479453,8.715068493150685,1,1,1,0,3.0,False
M,Y,Y,1,Working,Higher education,Married,House / apartment,30.947945205479453,8.715068493150685,1,1,1,0,3.0,False
M,Y,Y,3,Commercial associate,Higher education,Married,House / apartment,38.25753424657534,2.2904109589041095,1,0,0,1,5.0,False
M,Y,Y,3,Commercial associate,Higher education,Married,House / apartment,38.25753424657534,2.2904109589041095,1,0,0,1,5.0,False
M,Y,Y,3,Commercial associate,Higher education,Married,House / apartment,38.25753424657534,2.2904109589041095,1,0,0,1,5.0,False
F,N,Y,1,Working,Incomplete higher,Married,House / apartment,43.69315068493151,25.64109589041096,1,0,0,0,3.0,False
F,N,Y,1,Working,Incomplete higher,Married,House / apartment,43.69315068493151,25.64109589041096,1,0,0,0,3.0,False
F,N,Y,1,Working,Incomplete higher,Married,House / apartment,43.69315068493151,25.64109589041096,1,0,0,0,3.0,False
F,N,Y,1,Working,Incomplete higher,Married,House / apartment,43.69315068493151,25.64109589041096,1,0,0,0,3.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.8054794520548,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.8054794520548,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.8054794520548,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,51.416438356164385,5.046575342465753,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,51.416438356164385,5.046575342465753,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,51.416438356164385,5.046575342465753,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,51.416438356164385,5.046575342465753,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,51.416438356164385,5.046575342465753,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.02191780821917,-1000.6657534246575,1,0,0,1,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.02191780821917,-1000.6657534246575,1,0,0,1,1.0,False
F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,38.772602739726025,12.802739726027397,1,0,0,0,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,38.772602739726025,12.802739726027397,1,0,0,0,3.0,False
F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,38.772602739726025,12.802739726027397,1,0,0,0,3.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.08493150684932,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.08493150684932,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.08493150684932,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.08493150684932,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.08493150684932,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,41.224657534246575,4.712328767123288,1,1,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,51.394520547945206,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,51.394520547945206,-1000.6657534246575,1,0,0,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,Municipal apartment,50.553424657534244,0.37534246575342467,1,0,0,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,Municipal apartment,50.553424657534244,0.37534246575342467,1,0,0,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,Municipal apartment,50.553424657534244,0.37534246575342467,1,0,0,0,2.0,False
F,N,N,0,Working,Secondary / secondary special,Married,Municipal apartment,50.553424657534244,0.37534246575342467,1,0,0,0,2.0,False
F,N,Y,0,Commercial associate,Higher education,Married,House / apartment,53.92328767123288,10.63013698630137,1,0,1,1,2.0,False
F,N,Y,0,Commercial associate,Higher education,Married,House / apartment,53.92328767123288,10.63013698630137,1,0,1,1,2.0,False
F,N,Y,0,Commercial associate,Higher education,Married,House / apartment,53.92328767123288,10.63013698630137,1,0,1,1,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.657534246575345,-1000.6657534246575,1,0,0,1,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.657534246575345,-1000.6657534246575,1,0,0,1,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.657534246575345,-1000.6657534246575,1,0,0,1,1.0,False
F,Y,Y,2,State servant,Secondary / secondary special,Married,House / apartment,51.16712328767123,1.4575342465753425,1,0,0,0,4.0,False
F,Y,Y,2,State servant,Secondary / secondary special,Married,House / apartment,51.16712328767123,1.4575342465753425,1,0,0,0,4.0,False
F,N,Y,0,Working,Secondary / secondary special,Separated,House / apartment,53.85753424657534,0.8767123287671232,1,1,1,0,1.0,False
F,N,Y,0,Working,Secondary / secondary special,Separated,House / apartment,53.85753424657534,0.8767123287671232,1,1,1,0,1.0,False
F,N,Y,0,Working,Secondary / secondary special,Separated,House / apartment,53.85753424657534,0.8767123287671232,1,1,1,0,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,67.20547945205479,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,67.20547945205479,-1000.6657534246575,1,0,0,0,2.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,31.172602739726027,2.3753424657534246,1,0,1,0,3.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,31.172602739726027,2.3753424657534246,1,0,1,0,3.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,31.172602739726027,2.3753424657534246,1,0,1,0,3.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,31.172602739726027,2.3753424657534246,1,0,1,0,3.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,31.172602739726027,2.3753424657534246,1,0,1,0,3.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,31.172602739726027,2.3753424657534246,1,0,1,0,3.0,False
